,label
18749,COHERENT
18750,VICTOR
18751,HIS
18752,AND
18753,PART
18754,VACUUM
18755,AFTERTHOUGHT
18756,TWO
18757,PENCIL
18758,BUT
18759,UPWARD
18760,MERCHANDISE
18761,GLASSES
18762,SAID
18763,LEFT
18764,CANDLELIGHT
18765,WAGON
18766,HAVE
18767,PARAGRAPH
18768,WORD
18769,BROWBEAT
18770,COULD
18771,WATCH
18772,MOUSTACHE
18773,SPOON
18774,EXPLOIT
18775,DELTA
18776,NEWFOUND
18777,COPY
18778,TREE
18779,AN
18780,GUSTAVE
18781,NOVEMBER
18782,X-RAY
18783,EIGHT
18784,WAY
18785,ABOUT
18786,BATTLESHIP
18787,OIL
18788,BY
18789,NINE
18790,BEEN
18791,UPWARD
18792,ALT
18793,THIS
18794,INTO
18795,BETROTH
18796,BELEAGUERING
18797,CLOWN
18798,INDIA
18799,WITH
18800,HOTEL
18801,HAVE
18802,BOQUETS
18803,ADVANTAGEOUS
18804,BROTHERHOOD
18805,NOT
18806,CARROT
18807,BABYHOOD
18808,CAR
18809,CLOWN
18810,THREE
18811,WATER
18812,COMPOSURE
18813,STARS
18814,EXPLOIT
18815,IT
18816,GO
18817,DELETE
18818,LONG
18819,SWOON
18820,WILL
18821,APPREHEND
18822,THAT
18823,HA-HA
18824,YALE
18825,FOIL
18826,MERCHANDISE
18827,SIERRA
18828,BRAVO
18829,SIX
18830,WHISKEY
18831,OTHER
18832,HOTEL
18833,OVERSHADOWED
18834,GOLF
18835,SEE
18836,DAY
18837,HEYWARD
18838,COPY
18839,WAS
18840,OUT
18841,DO
18842,AMETHYSTS
18843,TANGO
18844,THAT
18845,ROLY-POLY
18846,MONKEY
18847,ADVICE
18848,CHAMBERMAID
18849,FOUR
18850,HOW
18851,SPOON
18852,TIME
18853,AUTOBIOGRAPHY
18854,ACHIEVE
18855,NODULE
18856,TWO
18857,JOSEPH
18858,SHE
18859,BUNGALOWS
18860,MADE
18861,NEVERTHELESS
18862,COBBLESTONES
18863,TAB
18864,FROM
18865,I
18866,NOWHERE
18867,NINE
18868,ARE
18869,COWBOYS
18870,THUMB
18871,DAY
18872,CATHOLIC
18873,OUT
18874,CONTROL
18875,THINE
18876,THE
18877,AWHILE
18878,PASTE
18879,MISSOURI
18880,POWWOW
18881,IS
18882,SEVEN
18883,WHO
18884,THERE
18885,YES
18886,AUTOBIOGRAPHY
18887,TIME
18888,JUMPING
18889,THOU
18890,NEEDLEPOINT
18891,INQUIRERS
18892,BE
18893,HAS
18894,AT
18895,FOR
18896,WRITE
18897,ABOUT
18898,PARAGRAPH
18899,THAN
18900,ALPHA
18901,AVERSION
18902,CUP
18903,NOWHERE
18904,CAN
18905,WRITE
18906,THINE
18907,THREE
18908,MY
18909,PEOPLE
18910,IS
18911,BATH
18912,X-RAY
18913,KILO
18914,ROMEO
18915,SIERRA
18916,EXAGGERATE
18917,RESOUND
18918,OH
18919,DAY
18920,BUSHELS
18921,ROMEO
18922,BEEN
18923,MAKE
18924,NEWFOUND
18925,DOWN
18926,EPITHET
18927,AWHILE
18928,CALL
18929,VICTOR
18930,FIVE
18931,AN
18932,VOUCHSAFE
18933,WHAT
18934,GO
18935,EYEBROWS
18936,JOYFUL
18937,YOU
18938,UNIFORM
18939,BRAVO
18940,IT
18941,SENTENCE
18942,YANKEE
18943,THIRTY-FIVE
18944,PENNYWORTH
18945,ALPHA
18946,JACKDAWS
18947,NINE
18948,WATER
18949,COWHIDE
18950,TIME
18951,FOWLER
18952,DOWN
18953,OH
18954,BATHS
18955,IMMOVABLE
18956,BALL
18957,CUP
18958,THEN
18959,TWO
18960,YES
18961,SEE
18962,BENGAL
18963,FIRE
18964,THEY
18965,COMPOSURE
18966,GIRL
18967,LINE
18968,DO
18969,SANDPIPERS
18970,EPITHET
18971,MORE
18972,BOTHER
18973,CAN
18974,HAVE
18975,NOW
18976,YANKEE
18977,BENGAL
18978,MIKE
18979,OH
18980,GO
18981,BLUEBELLS
18982,FOR
18983,CAN
18984,HE
18985,SAID
18986,YOU
18987,DOWN
18988,I
18989,OR
18990,AGRICULTURAL
18991,DOWN
18992,BABYHOOD
18993,PART
18994,CANDLELIGHT
18995,KNIFE
18996,MISSOURI
18997,NATURALIZATION
18998,BEEN
18999,PYTHON
19000,ESCAPE
19001,WAY
19002,IN
19003,WRITE
19004,ALLURE
19005,BELEAGUERING
19006,GO
19007,CHOICE
19008,BROWBEAT
19009,BATHS
19010,ESCAPE
19011,X-RAY
19012,NUMBER
19013,THIS
19014,HAD
19015,WHO
19016,FROG
19017,THEN
19018,INALIENABLE
19019,BACKSPACE
19020,AGRICULTURAL
19021,EXACTITUDE
19022,CATHOLIC
19023,PAJAMAS
19024,WHAT
19025,YELLOW
19026,SHOVEL
19027,ECHO
19028,SAID
19029,WATCH
19030,SUGAR
19031,SUGAR
19032,YANKEE
19033,UP
19034,WORD
19035,THEM
19036,FIRE
19037,CUP
19038,WITH
19039,DODGERS
19040,BEEF
19041,GUSTAVE
19042,TWO
19043,HOUSE
19044,LONG
19045,AN
19046,FOUR
19047,MOUSTACHE
19048,WE
19049,DAY
19050,NOW
19051,REGIME
19052,ROOF
19053,CALL
19054,CUT
19055,OF
19056,NUMBER
19057,TIME
19058,BULRUSH
19059,LINE
19060,DELTA
19061,X-RAY
19062,DELTA
19063,MERCHANDISE
19064,THEY
19065,SOUTHEASTERLY
19066,QUADRUPLED
19067,LETHARGY
19068,BLUEBELLS
19069,SOME
19070,ZULU
19071,NUMBER
19072,BEEN
19073,THAT
19074,COPY
19075,NUMBER
19076,KNIFE
19077,ENTHUSE
19078,JURIES
19079,HOUSE
19080,DAY
19081,INDIA
19082,ATROCIOUS
19083,CHATTERBOX
19084,WITHOUT
19085,COULD
19086,OTHER
19087,NO
19088,OR
19089,MADE
19090,DID
19091,BATTLESHIP
19092,ZULU
19093,USE
19094,BACKSPACE
19095,ALTHOUGH
19096,INDIA
19097,SAID
19098,HER
19099,WHICH
19100,VICTOR
19101,TWO
19102,HIM
19103,WAS
19104,HER
19105,ADHESION
19106,CONTROL
19107,A
19108,TAB
19109,ONE
19110,FIRST
19111,ARE
19112,CHAIR
19113,ALPHA
19114,TELEPHONE
19115,AMETHYSTS
19116,DISSATISFACTION
19117,CONTROL
19118,WE
19119,LOOK
19120,BROTHERHOOD
19121,WOULD
19122,CASUALTIES
19123,DISPOSSESS
19124,GLASSES
19125,GREYHOUND
19126,CARROT
19127,YOU
19128,THEY
19129,SHE
19130,MISSOURI
19131,WHICH
19132,PAPA
19133,BY
19134,SHE
19135,ADULATION
19136,MORGANTOWN
19137,WE
19138,DO
19139,JUDITH
19140,BUT
19141,MULTIFLORA
19142,IN
19143,UPWARD
19144,MANY
19145,THREE
19146,FAYETTEVILLE
19147,UPWARD
19148,COME
19149,CLERGYMAN
19150,PERPETUAL
19151,FEATHER
19152,ZERO
19153,TREE
19154,WITH
19155,THERE
19156,WATCH
19157,THAT
19158,ITS
19159,SHOUT
19160,HIS
19161,SOUTHEASTERLY
19162,HE
19163,LIMA
19164,BELEAGUERING
19165,A
19166,YOU
19167,FIVE
19168,TO
19169,VOUCHSAFE
19170,BEQUEATH
19171,FAITHFULNESS
19172,CONVULSION
19173,CAN
19174,ONE
19175,USE
19176,ENTER
19177,ARE
19178,THE
19179,INTO
19180,MY
19181,FIND
19182,PROTEGE
19183,NODULE
19184,ADVICE
19185,MAY
19186,GET
19187,CELEBRITY
19188,IT
19189,WAS
19190,THOU
19191,ON
19192,BUTTERFLIES
19193,IROQUOIS
19194,YES
19195,ADJACENT
19196,ORANGE
19197,CHOKING
19198,YALE
19199,SHOUT
19200,CAR
19201,LEGISLATURE
19202,DRUM
19203,APOTHECARY
19204,WHEN
19205,FEATHER
19206,OH
19207,DO
19208,HANGER
19209,THERE
19210,NOVEMBER
19211,SEE
19212,ENTER
19213,INALIENABLE
19214,BATTLEMENTS
19215,OTHER
19216,GET
19217,NUMBER
19218,WERE
19219,TAB
19220,NO
19221,BROWBEAT
19222,ITS
19223,ONE
19224,NAUSEA
19225,IF
19226,TAB
19227,THESE
19228,FIND
19229,CARROT
19230,ENTHUSE
19231,FIRST
19232,CUSHY
19233,BOTH
19234,HA-HA
19235,IN
19236,NATHANIEL
19237,HAD
19238,HAD
19239,PEOPLE
19240,CHOKING
19241,EQUILIBRIUM
19242,ON
19243,INDIA
19244,MIKE
19245,BY
19246,MULTIFLORA
19247,ZERO
19248,IS
19249,THEN
19250,WHO
19251,SCHOOLYARD
19252,DODGERS
19253,ECHO
19254,TAB
19255,WAGON
19256,WHICH
19257,THAT
19258,ROMEO
19259,REJOINDER
19260,CAN
19261,PASTE
19262,QUEBEC
19263,WE
19264,BIRMINGHAM
19265,NOVEMBER
19266,MY
19267,HE
19268,GIGGLED
19269,PROTEGE
19270,I
19271,LIKE
19272,COPY
19273,FIRST
19274,WAY
19275,FOIL
19276,HAS
19277,DISPOSSESS
19278,COMMAND
19279,COME
19280,YELLOW
19281,ESCAPE
19282,BETROTH
19283,ADVICE
19284,A
19285,HALLELUJAH
19286,DURABLE
19287,ALL
19288,CRAYON
19289,OF
19290,BALL
19291,AT
19292,X-RAY
19293,ROOF
19294,SLIDE
19295,ROMEO
19296,STARS
19297,IS
19298,WERE
19299,GLASSES
19300,ABSOLVE
19301,WAS
19302,ALOFT
19303,GET
19304,FROM
19305,APPROACH
19306,INDIA
19307,BLUE
19308,OSCAR
19309,DAY
19310,NOW
19311,LAMP
19312,THE
19313,CUP
19314,HOTEL
19315,THIS
19316,OSCAR
19317,ROLY-POLY
19318,BEQUEATH
19319,WHAT
19320,OIL
19321,FIVE
19322,SCISSORS
19323,BATTLEMENTS
19324,FINGER
19325,ABOUT
19326,ADAPT
19327,PART
19328,BATHE
19329,TWO
19330,ADAPT
19331,ATROCIOUS
19332,WE
19333,DELETE
19334,SO
19335,SEVEN
19336,WHEREWITHAL
19337,OSCAR
19338,INDIA
19339,DRUM
19340,GET
19341,DISSATISFACTION
19342,PART
19343,BOSOM
19344,ESCAPE
19345,THE
19346,ESCAPE
19347,LINE
19348,HAS
19349,JUDITH
19350,CHAUFFEUR
19351,FLOWERS
19352,FROG
19353,USE
19354,QUACK
19355,YOUR
19356,HAD
19357,LEFT
19358,SHE
19359,CHOWDER
19360,HOW
19361,COPENHAGEN
19362,ANYBODY
19363,BALLOONS
19364,KILO
19365,FOUR
19366,EPITHET
19367,YOUR
19368,RENDEZVOUS
19369,APPRECIABLE
19370,FOUR
19371,BETOOK
19372,LAWYER
19373,BOGIES
19374,UP
19375,SIX
19376,CONTROL
19377,DID
19378,OF
19379,GO
19380,THEM
19381,GET
19382,INTO
19383,IT
19384,NOT
19385,HIM
19386,AUTOBIOGRAPHY
19387,BROTHERHOOD
19388,ARE
19389,INEXHAUSTIBLE
19390,WHAT
19391,THE
19392,WORD
19393,HIS
19394,IN
19395,TOOTHACHE
19396,BEHAVIOR
19397,DOWNWARD
19398,DELETE
19399,WITH
19400,FINGER
19401,COMMAND
19402,BRUSH
19403,UP
19404,SOOTHING
19405,MOUSTACHE
19406,ZULU
19407,WITHOUT
19408,NO
19409,EMILIO
19410,PASTE
19411,BATHTUB
19412,DID
19413,DID
19414,CUT
19415,SEVEN
19416,BETOOK
19417,BELEAGUERING
19418,ARE
19419,HE
19420,WORD
19421,WHEN
19422,GOLF
19423,BULRUSH
19424,THUMB
19425,CHAUFFEUR
19426,DURABLE
19427,FIRST
19428,YOUR
19429,EACH
19430,ABSORB
19431,THEM
19432,EACH
19433,SEVEN
19434,THEM
19435,BULGE
19436,HOTEL
19437,GIGGLED
19438,WOULD
19439,YOUR
19440,ASTOUNDED
19441,COMMAND
19442,AS
19443,MORE
19444,SUPREME
19445,PROMULGATE
19446,SAID
19447,TO
19448,CALL
19449,CONTROL
19450,LIMA
19451,DISPLEASURE
19452,WITH
19453,EMPLOYMENT
19454,A
19455,BY
19456,PROFESSIONALS
19457,AN
19458,UP
19459,AT
19460,DOWRY
19461,ASIA
19462,STRINGY
19463,BULGE
19464,OF
19465,GIRL
19466,ABSOLVE
19467,HOUSE
19468,CANDLELIGHT
19469,LIKE
19470,CHOWDER
19471,VACUUM
19472,ABSORB
19473,BALLOONS
19474,BURROWS
19475,HAD
19476,AN
19477,THESE
19478,BUT
19479,OTHER
19480,BRAVO
19481,YES
19482,SIERRA
19483,QUEBEC
19484,CHATTERBOX
19485,FRUGALITY
19486,CHOICE
19487,CHAUFFEUR
19488,LETHARGY
19489,WORD
19490,FOR
19491,LONG
19492,HER
19493,HAS
19494,FISHING
19495,DELTA
19496,HER
19497,BATTLEFIELD
19498,IF
19499,PYTHON
19500,BABYHOOD
19501,SIX
19502,YANKEE
19503,SOME
19504,OR
19505,NOT
19506,CHAUFFEUR
19507,COMMAND
19508,EACH
19509,SAID
19510,NOT
19511,MIKE
19512,MAY
19513,FOIL
19514,SUPREME
19515,JACKDAWS
19516,NOT
19517,EYEBROWS
19518,ALOOF
19519,OSCAR
19520,WAS
19521,SAID
19522,HAVE
19523,BATHTUB
19524,ANYTHING
19525,HER
19526,RING
19527,TOIL
19528,TO
19529,OH
19530,PAJAMAS
19531,HAVE
19532,TANGO
19533,TIME
19534,MISSOURI
19535,BACKSPACE
19536,WAGON
19537,FIVE
19538,BEEN
19539,WHAT
19540,YALE
19541,SOUTHEASTERLY
19542,HARANGUING
19543,ZIPPER
19544,BROWBEAT
19545,GOUGED
19546,THIS
19547,WORD
19548,SHE
19549,ONE
19550,CAN
19551,VOUCHSAFE
19552,WHEN
19553,FOOTMARKS
19554,WHICH
19555,WAY
19556,OR
19557,PASTE
19558,FIVE
19559,GIGGLED
19560,DO
19561,REFUGEE
19562,YOU
19563,ALT
19564,FOUR
19565,SYMPATHIZE
19566,CHOKING
19567,NOW
19568,OBSERVATION
19569,YANKEE
19570,MAKE
19571,BOGIES
19572,ON
19573,CALL
19574,ZULU
19575,INTO
19576,BROIL
19577,UPWARD
19578,BERSERKER
19579,SO
19580,EYEBROWS
19581,AVENUES
19582,PENNSYLVANIA
19583,SEVEN
19584,AT
19585,THIRTY-FIVE
19586,USE
19587,FISHING
19588,SEE
19589,NATURALIZATION
19590,OSCAR
19591,ALLURE
19592,AMETHYSTS
19593,MAKE
19594,CUT
19595,COPENHAGEN
19596,ALOOF
19597,TAB
19598,WE
19599,X-RAY
19600,WITH
19601,CARROT
19602,PLOUGHSHARE
19603,TOIL
19604,FRUGALITY
19605,SCHOOLYARD
19606,ARE
19607,TANGO
19608,AZURE
19609,BRAVO
19610,CRYING
19611,QUEBEC
19612,DOWNWARD
19613,FOUR
19614,COULD
19615,CLERGYMAN
19616,TWO
19617,WINDOW
19618,EXACTITUDE
19619,MANY
19620,THERE
19621,THEM
19622,WHEN
19623,ZULU
19624,WASHERWOMAN
19625,ECHO
19626,RIGHT
19627,SAID
19628,WITH
19629,OF
19630,WRITE
19631,FOOTMARKS
19632,AND
19633,COMMAND
19634,OH
19635,BE
19636,STARS
19637,TANGO
19638,AUTHORITATIVE
19639,GUSTAVE
19640,WHO
19641,WHEN
19642,BEHAVIOR
19643,MASSACHUSETTS
19644,AWAY
19645,MIKE
19646,SLIDE
19647,ALTHOUGH
19648,HAD
19649,WHEN
19650,LIMA
19651,OUT
19652,BUFFOON
19653,NO
19654,AND
19655,MY
19656,REWARD
19657,THEM
19658,AUTHORITATIVE
19659,FOWLER
19660,BUNGALOWS
19661,HAD
19662,PROTEGE
19663,QUADRUPLED
19664,AFTERTHOUGHT
19665,ASIA
19666,VOUCHSAFE
19667,ARE
19668,IS
19669,TO
19670,AS
19671,DAY
19672,CONVENIENCE
19673,IT
19674,PSYCHOLOGICAL
19675,FOWLER
19676,IT
19677,X-RAY
19678,FIND
19679,WRITE
19680,BOQUETS
19681,CASUALTIES
19682,GENTLEWOMAN
19683,OSCAR
19684,TANGO
19685,THEIR
19686,YANKEE
19687,PEOPLE
19688,THEN
19689,HOTEL
19690,LOOK
19691,OH
19692,DAY
19693,MANY
19694,LEFT
19695,ABOUT
19696,JOSEPH
19697,AVENUES
19698,ZIPPER
19699,DELETE
19700,NOVEMBER
19701,CHARLIE
19702,OTHER
19703,TANGO
19704,UNYIELDING
19705,WHICH
19706,OUT
19707,ESCAPE
19708,ADHESION
19709,BOOTH
19710,LONG
19711,FIRST
19712,AN
19713,YES
19714,MORE
19715,NOVEMBER
19716,UP
19717,SHOUT
19718,FOOTMARKS
19719,BUTCHER
19720,HOW
19721,WE
19722,APOTHECARY
19723,WILL
19724,FIVE
19725,SOUTHEAST
19726,PARAGRAPH
19727,SO
19728,WAGON
19729,DEMOLISH
19730,THE
19731,WHEN
19732,FINGER
19733,WATER
19734,THERE
19735,BLUEBELLS
19736,HE
19737,ABLUTIONS
19738,BURROWS
19739,GOLF
19740,BLITHE
19741,NOW
19742,ZERO
19743,QUEBEC
19744,EYEBROWS
19745,DELTA
19746,AGRICULTURAL
19747,SO
19748,WITH
19749,LOOK
19750,ALL
19751,LIMA
19752,RIGHT
19753,WASHERWOMAN
19754,ITS
19755,OR
19756,COMMAND
19757,INTO
19758,WAGON
19759,ORANGE
19760,OUTPUT
19761,AN
19762,THUMB
19763,BETOOK
19764,PENCIL
19765,INALIENABLE
19766,COULD
19767,TWO
19768,DID
19769,THEM
19770,COMMAND
19771,OIL
19772,LIKE
19773,ANYBODY
19774,EIGHT
19775,THAT
19776,BOSOM
19777,BUTCHER
19778,GOOD
19779,CHESHIRE
19780,TOOTHACHE
19781,CALL
19782,WILL
19783,GENTLEWOMAN
19784,BATHE
19785,DELTA
19786,SEE
19787,EMPLOYMENT
19788,UP
19789,BOOTH
19790,WAY
19791,AT
19792,DOWN
19793,TIME
19794,ZERO
19795,ADVICE
19796,CRYING
19797,SUGAR
19798,OSCAR
19799,DELETE
19800,YELLOW
19801,IROQUOIS
19802,DOWN
19803,MAKE
19804,BLUEBELLS
19805,FIRST
19806,RABBIT
19807,CHAMBERMAID
19808,FLOWERS
19809,ALL
19810,ABOUT
19811,RING
19812,ABLE-BODIED
19813,UNIFORM
19814,OIL
19815,WHISKEY
19816,COHERENT
19817,OVERSHADOWED
19818,CALL
19819,AN
19820,POWWOW
19821,SWIMMING
19822,WILL
19823,HAS
19824,AS
19825,EPITHET
19826,PARAGRAPH
19827,SWOON
19828,AN
19829,PRAISEWORTHY
19830,BACKSPACE
19831,JULIET
19832,LONG
19833,MIKE
19834,PAJAMAS
19835,MY
19836,TANGO
19837,ZERO
19838,SCULLION
19839,SOOTHING
19840,FAYETTEVILLE
19841,OF
19842,COME
19843,REWARD
19844,WHICH
19845,EACH
19846,WOULD
19847,SEE
19848,CRAYON
19849,ZERO
19850,PROMULGATE
19851,UNIFORM
19852,CHAMBERMAID
19853,KILO
19854,KILO
19855,BERSERKER
19856,ECHO
19857,VOUCHSAFE
19858,PERPETUAL
19859,BEHAVIOR
19860,ABBREVIATED
19861,HAVE
19862,OR
19863,THEN
19864,X-RAY
19865,ADULATION
19866,MY
19867,ROMEO
19868,PLOUGHSHARE
19869,BUT
19870,FOUR
19871,DOWNWARD
19872,AVERSION
19873,THEIR
19874,TANGO
19875,INEXHAUSTIBLE
19876,SO
19877,ROOF
19878,SIERRA
19879,COME
19880,WERE
19881,SOME
19882,SO
19883,THEM
19884,USE
19885,DO
19886,WILL
19887,THAN
19888,SAWYER
19889,THREE
19890,NUMBER
19891,GREEN
19892,RENDEZVOUS
19893,JUMPING
19894,DIGEST
19895,CLOWN
19896,THERE
19897,DID
19898,COME
19899,FOIL
19900,FORGETFULNESS
19901,ALT
19902,GO
19903,APOTHECARY
19904,SOME
19905,UNUSUAL
19906,OVERSHADOWED
19907,GOULASH
19908,FOWLER
19909,LEFT
19910,FIRST
19911,BOSOM
19912,BATHE
19913,PEOPLE
19914,HAD
19915,MADE
19916,TO
19917,RIGHT
19918,VICTOR
19919,ITS
19920,ARE
19921,RING
19922,IF
19923,SIX
19924,MIKE
19925,BABYHOOD
19926,COHERENT
19927,LEFT
19928,ASTOUNDED
19929,HE
19930,GET
19931,TO
19932,BANANA
19933,FLOWERS
19934,OR
19935,WHISKEY
19936,CATHOLIC
19937,BUT
19938,HAVE
19939,EIGHT
19940,LIMA
19941,NUREMBERG
19942,THREE
19943,GOLF
19944,MAKE
19945,DAY
19946,OF
19947,MASSAGE
19948,JULIET
19949,THEIR
19950,GET
19951,WITH
19952,RIGHT
19953,ADAPT
19954,JUDITH
19955,MADE
19956,SENTENCE
19957,MONKEY
19958,BOOTH
19959,SUPREME
19960,INDIA
19961,TAB
19962,HOMEOPATH
19963,VICTOR
19964,BRUSH
19965,TOOTHACHE
19966,TAB
19967,GOLF
19968,BY
19969,HAS
19970,OH
19971,ENTERTAINER
19972,GET
19973,WOULD
19974,WITH
19975,HANGER
19976,BROTHERHOOD
19977,MAKE
19978,UNUSUAL
19979,BANANA
19980,AS
19981,WHEREWITHAL
19982,ESCAPE
19983,BOULEVARD
19984,EIGHT
19985,ROMEO
19986,ALPHA
19987,CANDLELIGHT
19988,WHISKEY
19989,POWWOW
19990,FEATHER
19991,SAWYER
19992,DOWNWARD
19993,OTHER
19994,WOULD
19995,ACHIEVE
19996,CUT
19997,PAPA
19998,ADULATION
19999,PRAISEWORTHY
20000,CUT
20001,I
20002,UNYIELDING
20003,BERSERKER
20004,IT
20005,LINE
20006,HAS
20007,IMMOVABLE
20008,NATURALIZATION
20009,A
20010,IN
20011,WHISKEY
20012,CUSHY
20013,JACKDAWS
20014,BOTHER
20015,CAR
20016,TIME
20017,FAITHFULNESS
20018,WHEN
20019,WERE
20020,TO
20021,NOW
20022,ASHAMED
20023,AUTOBIOGRAPHY
20024,FIND
20025,BACKSPACE
20026,AVERSION
20027,NEVERTHELESS
20028,STRINGY
20029,UNUSUAL
20030,SHOUT
20031,ALTHOUGH
20032,WASHERWOMAN
20033,JULIET
20034,HAD
20035,TAB
20036,ALT
20037,HOW
20038,TANGO
20039,PAPA
20040,BATTLESHIP
20041,UNIFORM
20042,HOIST
20043,FIND
20044,LOOK
20045,BUT
20046,PSYCHOLOGICAL
20047,EACH
20048,LOOK
20049,ANNOYED
20050,PRAISEWORTHY
20051,THERE
20052,PLANE
20053,AT
20054,BUT
20055,PEOPLE
20056,ZERO
20057,BACHELOR
20058,YOUR
20059,CAN
20060,VICTOR
20061,MOUTH
20062,COPY
20063,THE
20064,AS
20065,WOULD
20066,IS
20067,BULRUSH
20068,WHISKEY
20069,RABBIT
20070,GREYHOUND
20071,AZURE
20072,WRITE
20073,DELETE
20074,WORD
20075,THREE
20076,TOIL
20077,SEVEN
20078,GOOD
20079,WHAT
20080,LEFT
20081,CHOKING
20082,EMPLOYMENT
20083,SIX
20084,SWIMMING
20085,THEN
20086,TO
20087,ECHO
20088,FOUR
20089,WITH
20090,HA-HA
20091,HIS
20092,THEN
20093,AVERSION
20094,DO
20095,ZERO
20096,LIMA
20097,NEVERTHELESS
20098,SAID
20099,SHIFT
20100,SEVEN
20101,SAID
20102,INTERWOVEN
20103,MASSACHUSETTS
20104,OH
20105,BUTTERFLIES
20106,BURROWS
20107,BOQUETS
20108,JULIET
20109,MY
20110,DOWNWARD
20111,DO
20112,SEE
20113,THEIR
20114,CONTROL
20115,LIMA
20116,WATCH
20117,STARS
20118,BOULEVARD
20119,NOVEMBER
20120,INEXHAUSTIBLE
20121,SHIFT
20122,DIGEST
20123,MOUSTACHE
20124,FOUR
20125,LIKE
20126,AND
20127,UNIFORM
20128,SAID
20129,EACH
20130,BOQUETS
20131,AHEAD
20132,IRRESOLUTE
20133,AFTERTHOUGHT
20134,BROWBEAT
20135,THEN
20136,SOME
20137,DUCK
20138,ITS
20139,CUSHY
20140,DID
20141,EXACTITUDE
20142,DOWN
20143,DURABLE
20144,JURIES
20145,GIRL
20146,OUTPUT
20147,GO
20148,SANDPIPERS
20149,NOT
20150,ASTOUNDED
20151,LETHARGY
20152,CHARLIE
20153,BEEN
20154,NUMBER
20155,OBSERVATION
20156,AHEAD
20157,SCISSORS
20158,INTERWOVEN
20159,MIKE
20160,BEEN
20161,PASTE
20162,DOWNWARD
20163,THIS
20164,UNUSUAL
20165,WASHERWOMAN
20166,TAB
20167,CONVENIENCE
20168,THESE
20169,LAMP
20170,BEGUILE
20171,BY
20172,OH
20173,INTO
20174,BY
20175,HYPOTHESIS
20176,VOYAGE
20177,OSCAR
20178,USE
20179,YANKEE
20180,SHIFT
20181,FISHING
20182,LOOK
20183,LIKE
20184,APPROACH
20185,DEMOLISH
20186,SIERRA
20187,BRAVO
20188,BY
20189,ANYBODY
20190,EQUILIBRIUM
20191,QUEBEC
20192,PYTHON
20193,CUT
20194,THE
20195,HOW
20196,CONTROL
20197,SOUTHEASTERLY
20198,BLUE
20199,HER
20200,ITS
20201,CHIDE
20202,GOUGED
20203,THEIR
20204,THINE
20205,ORANGE
20206,REFUGEE
20207,YOU
20208,UP
20209,WHEREWITHAL
20210,IRRESOLUTE
20211,BERSERKER
20212,RIGHTEOUS
20213,GREEN
20214,FOXTROT
20215,IS
20216,THESE
20217,WILL
20218,SO
20219,OUT
20220,IMMOVABLE
20221,COMMAND
20222,FRUGALITY
20223,ROLY-POLY
20224,IF
20225,EACH
20226,SUPERVISION
20227,PARAGRAPH
20228,NUMBER
20229,THESE
20230,HEYWARD
20231,WHAT
20232,BLITHE
20233,NOW
20234,LONG
20235,DO
20236,OIL
20237,DIGEST
20238,OR
20239,MAY
20240,KILO
20241,MASSAGE
20242,GLASSES
20243,LIKE
20244,CONVENIENCE
20245,SHARPSHOOTER
20246,TAB
20247,SANDPIPERS
20248,WITH
20249,ARE
20250,JOWLS
20251,OSCAR
20252,ARE
20253,ALL
20254,MANY
20255,SEE
20256,YOU
20257,IS
20258,SEVEN
20259,COMPOSURE
20260,SENTENCE
20261,GO
20262,IN
20263,LOOK
20264,MANY
20265,ON
20266,HOIST
20267,HOW
20268,CUT
20269,WHISKEY
20270,NOVEMBER
20271,UNYIELDING
20272,OSCAR
20273,EIGHT
20274,MANY
20275,FIRST
20276,TIME
20277,WHO
20278,ENTER
20279,VOYAGE
20280,COWHIDE
20281,ON
20282,WOULD
20283,LIKE
20284,THAN
20285,GOULASH
20286,ADAPT
20287,IF
20288,FAITHFULNESS
20289,HULK
20290,ADULATION
20291,BACKSPACE
20292,PYTHON
20293,FIND
20294,AN
20295,MIKE
20296,ALT
20297,NUREMBERG
20298,CHIDE
20299,SEVEN
20300,ZERO
20301,THAN
20302,WOULD
20303,WERE
20304,WINDOW
20305,BOULEVARD
20306,NOT
20307,PAPA
20308,ALT
20309,AGRICULTURAL
20310,COMMAND
20311,DOWNWARD
20312,CONTROL
20313,X-RAY
20314,FISHING
20315,AUTHORITATIVE
20316,WOULD
20317,OIL
20318,NOT
20319,ESCAPE
20320,CHESHIRE
20321,CHAMBERMAID
20322,PAPA
20323,BEHAVIOR
20324,LEFT
20325,ARE
20326,COME
20327,MAY
20328,AND
20329,WATCH
20330,AS
20331,ITS
20332,GOOD
20333,LIKE
20334,ONE
20335,WAY
20336,NEWFOUND
20337,COPENHAGEN
20338,OTHER
20339,THEY
20340,YOU
20341,ALPHA
20342,HAVE
20343,DELETE
20344,WHO
20345,WAS
20346,YOUR
20347,CALL
20348,HAD
20349,IS
20350,ONE
20351,PLOUGHSHARE
20352,CAN
20353,IN
20354,GREYHOUND
20355,FUTURITY
20356,X-RAY
20357,UNIFORM
20358,YOUR
20359,ADJACENT
20360,ALL
20361,REWARD
20362,SAWYER
20363,HOW
20364,MIKE
20365,LAWYER
20366,CAR
20367,NINE
20368,PEOPLE
20369,FAYETTEVILLE
20370,BEGUILE
20371,OIL
20372,HAD
20373,CHOWDER
20374,THAT
20375,IF
20376,USE
20377,APPRECIABLE
20378,BLUEBELLS
20379,LIKE
